category,title,description,resource,region,statusWord,message
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-east-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ca-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,eu-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,eu-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,eu-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,eu-west-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,eu-north-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,eu-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-northeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-northeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-southeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-southeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-northeast-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,sa-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-east-1,OK,Region is not enabled
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,me-south-1,OK,Region is not enabled
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,af-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,ap-southeast-3,OK,Region is not enabled
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,us-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,us-east-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,us-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,us-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ca-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,eu-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,eu-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,eu-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,eu-west-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,eu-north-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,eu-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-northeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-northeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-southeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-southeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-northeast-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,sa-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-east-1,OK,Region is not enabled
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,me-south-1,OK,Region is not enabled
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,af-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway WAF Enabled,Ensures that API Gateway APIs are associated with a Web Application Firewall.,N/A,ap-southeast-3,OK,Region is not enabled
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,us-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,us-east-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,us-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,us-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ca-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,eu-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,eu-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,eu-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,eu-west-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,eu-north-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,eu-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-northeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-northeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-southeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-southeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-northeast-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,sa-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-east-1,OK,Region is not enabled
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,me-south-1,OK,Region is not enabled
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,af-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Detailed CloudWatch Metrics,Ensures that API Gateway API stages have detailed CloudWatch metrics enabled.,N/A,ap-southeast-3,OK,Region is not enabled
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,us-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,us-east-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,us-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,us-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ca-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,eu-central-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,eu-west-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,eu-west-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,eu-west-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,eu-north-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,eu-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-northeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-northeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-southeast-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-southeast-2,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-northeast-3,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,sa-east-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-east-1,OK,Region is not enabled
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,me-south-1,OK,Region is not enabled
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,af-south-1,UNKNOWN,Unable to query for API Gateway Rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Client Certificate,Ensures that Amazon API Gateway API stages use client certificates.,N/A,ap-southeast-3,OK,Region is not enabled
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,us-east-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,us-east-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,us-west-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,us-west-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ca-central-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,eu-central-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,eu-west-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,eu-west-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,eu-west-3,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,eu-north-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,eu-south-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-northeast-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-northeast-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-southeast-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-southeast-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-northeast-3,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-south-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,sa-east-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-east-1,OK,Region is not enabled
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,me-south-1,OK,Region is not enabled
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,af-south-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Gateway Response Caching,Ensure that response caching is enabled for your Amazon API Gateway REST APIs.,N/A,ap-southeast-3,OK,Region is not enabled
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,us-east-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,us-east-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,us-west-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,us-west-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ca-central-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,eu-central-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,eu-west-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,eu-west-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,eu-west-3,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,eu-north-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,eu-south-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-northeast-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-northeast-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-southeast-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-southeast-2,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-northeast-3,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-south-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,sa-east-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-east-1,OK,Region is not enabled
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,me-south-1,OK,Region is not enabled
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,af-south-1,UNKNOWN,Unable to query for API Gateway rest APIs: The security token included in the request is invalid.
API Gateway,API Stage-Level Cache Encryption,Ensure that your Amazon API Gateway REST APIs are configured to encrypt API cached responses.,N/A,ap-southeast-3,OK,Region is not enabled
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,us-east-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,us-east-2,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,us-west-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,us-west-2,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ca-central-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-central-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-west-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-west-2,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-west-3,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-north-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-northeast-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
